Tell Me Three Things,http://books.toscrape.com/catalogue/tell-me-three-things_395/../../media/cache/92/a5/92a5e01c5067f65f03b316a328459f9f.jpg,One,41.81,In stock (5 available),young-adult_21,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,http://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/../../media/cache/5d/62/5d62099546e3889ad385b13c62bc8874.jpg,Four,25.15,In stock (5 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Siddhartha,http://books.toscrape.com/catalogue/siddhartha_393/../../media/cache/6b/5f/6b5fba0f415741ab61c0cf24d11933ab.jpg,Five,34.22,In stock (5 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Shiver (The Wolves of Mercy Falls #1),http://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/../../media/cache/79/57/79574d160951e6703343c593ef1bae98.jpg,Five,16.23,In stock (5 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Remember Me?,http://books.toscrape.com/catalogue/remember-me_391/../../media/cache/56/6c/566cf3ec6a006c333f64c3f70992874d.jpg,Three,11.48,In stock (5 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Red Dragon (Hannibal Lecter #1),http://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/../../media/cache/4a/ce/4acec5ebebf374e7a84a5d8c74ee5752.jpg,Three,23.37,In stock (5 available),horror_31,http://books.toscrape.com/catalogue/category/books/horror_31/index.html
Peak: Secrets from the New Science of Expertise,http://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/../../media/cache/7c/04/7c04c7a92b5ba83361eba81fa364a2ca.jpg,Two,16.28,In stock (5 available),science_22,http://books.toscrape.com/catalogue/category/books/science_22/index.html
My Mother Was Nuts,http://books.toscrape.com/catalogue/my-mother-was-nuts_388/../../media/cache/65/67/6567e9868a3d1196f32c063c0f73ea01.jpg,Four,31.63,In stock (5 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,http://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/../../media/cache/c2/19/c219b1be1e325abd2244ace190870569.jpg,Five,24.91,In stock (5 available),food-and-drink_33,http://books.toscrape.com/catalogue/category/books/food-and-drink_33/index.html
Maybe Something Beautiful: How Art Transformed a Neighborhood,http://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/../../media/cache/89/9a/899a07816ced14262169345493bbbe51.jpg,One,22.54,In stock (5 available),childrens_11,http://books.toscrape.com/catalogue/category/books/childrens_11/index.html
Lola and the Boy Next Door (Anna and the French Kiss #2),http://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/../../media/cache/1e/12/1e12b33f2f3988b23f895d2319ef7af8.jpg,Four,23.63,In stock (5 available),young-adult_21,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Logan Kade (Fallen Crest High #5.5),http://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/../../media/cache/2b/44/2b4404e00c242bf1b8263bdd99c07354.jpg,Two,13.12,In stock (5 available),academic_40,http://books.toscrape.com/catalogue/category/books/academic_40/index.html
Last One Home (New Beginnings #1),http://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/../../media/cache/0b/98/0b98d840b298be76c1a982a8d1f4688f.jpg,Three,59.98,In stock (5 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Killing Floor (Jack Reacher #1),http://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/../../media/cache/b1/5b/b15b4c864b762133cdaf69b58ba55d76.jpg,Four,31.49,In stock (5 available),thriller_37,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
Kill the Boy Band,http://books.toscrape.com/catalogue/kill-the-boy-band_381/../../media/cache/6e/66/6e66e7cefe3ca7cf9402f87f3e13c79e.jpg,Five,15.52,In stock (5 available),young-adult_21,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Isla and the Happily Ever After (Anna and the French Kiss #3),http://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/../../media/cache/61/ff/61ffcc9619675c79b1f0b568d6ee870c.jpg,Five,48.13,In stock (5 available),young-adult_21,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
If I Stay (If I Stay #1),http://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/../../media/cache/c2/62/c262c55a104878043319173d79986c89.jpg,Five,38.13,In stock (5 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),http://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/../../media/cache/3b/f1/3bf1eded8dda102ca3f572540273f587.jpg,Two,36.55,In stock (5 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Harry Potter and the Deathly Hallows (Harry Potter #7),http://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/../../media/cache/d6/2b/d62b299736dda60f16eb4c5b23f81a82.jpg,One,23.32,In stock (5 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Fruits Basket, Vol. 5 (Fruits Basket #5),http://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/../../media/cache/8e/25/8e259f84683adbaa30452df5aaa142b3.jpg,One,16.33,In stock (5 available),sequential-art_5,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Foundation (Foundation (Publication Order) #1),http://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/../../media/cache/da/a0/daa08c54a927c27494ea5bb90af79c60.jpg,One,32.42,In stock (5 available),science-fiction_16,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Fool Me Once,http://books.toscrape.com/catalogue/fool-me-once_374/../../media/cache/2e/ba/2eba785f249284b61928d98972c1b2ca.jpg,One,16.96,In stock (5 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Find Her (Detective D.D. Warren #8),http://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/../../media/cache/48/4d/484d8afc2cf8b77a45fa4fec0a5e7b89.jpg,One,22.37,In stock (5 available),add-a-comment_18,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Evicted: Poverty and Profit in the American City,http://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/../../media/cache/db/27/db27a90497bcb1b1d8e59dec06264256.jpg,One,42.27,In stock (5 available),add-a-comment_18,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Drama,http://books.toscrape.com/catalogue/drama_371/../../media/cache/46/04/4604cba3ffbb4936dd3edb9cbfe26393.jpg,Two,38.7,In stock (5 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Dracula the Un-Dead,http://books.toscrape.com/catalogue/dracula-the-un-dead_370/../../media/cache/b1/f2/b1f25fa4623b3ee2db6fb6d6e27c6fb5.jpg,Five,35.63,In stock (5 available),horror_31,http://books.toscrape.com/catalogue/category/books/horror_31/index.html
Digital Fortress,http://books.toscrape.com/catalogue/digital-fortress_369/../../media/cache/86/78/86786e20ec80b5b3ec66657870750b73.jpg,Five,58,In stock (5 available),fiction_10,http://books.toscrape.com/catalogue/category/books/fiction_10/index.html
Death Note, Vol. 5: Whiteout (Death Note #5),http://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/../../media/cache/93/d9/93d98563d32936ffd8db2c19f7857478.jpg,One,52.41,In stock (5 available),sequential-art_5,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
Data, A Love Story: How I Gamed Online Dating to Meet My Match,http://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/../../media/cache/f2/c5/f2c56824a5aef38387350243762216eb.jpg,Three,32.35,In stock (5 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Critique of Pure Reason,http://books.toscrape.com/catalogue/critique-of-pure-reason_366/../../media/cache/3b/28/3b28ec3663a81d36272a08e5a49644f2.jpg,One,20.75,In stock (5 available),philosophy_7,http://books.toscrape.com/catalogue/category/books/philosophy_7/index.html
Booked,http://books.toscrape.com/catalogue/booked_365/../../media/cache/cf/3b/cf3b0341f5f4f4ad2c1439c11d32a9b1.jpg,Five,17.49,In stock (5 available),poetry_23,http://books.toscrape.com/catalogue/category/books/poetry_23/index.html
Blue Lily, Lily Blue (The Raven Cycle #3),http://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/../../media/cache/16/67/16674db55d7c7c37bf19e1aed4a8cc57.jpg,Five,34.13,In stock (5 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Approval Junkie: Adventures in Caring Too Much,http://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/../../media/cache/96/6d/966d8d2afdead087cba0f29a69f89ba5.jpg,Five,58.81,In stock (5 available),autobiography_27,http://books.toscrape.com/catalogue/category/books/autobiography_27/index.html
An Abundance of Katherines,http://books.toscrape.com/catalogue/an-abundance-of-katherines_362/../../media/cache/9b/c8/9bc86bc10a6beea536422bbe82e076fb.jpg,Five,10,In stock (5 available),young-adult_21,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
America's War for the Greater Middle East: A Military History,http://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/../../media/cache/da/0c/da0ca0d6586f8164b7a96d4c807a6c7f.jpg,Two,51.22,In stock (5 available),history_32,http://books.toscrape.com/catalogue/category/books/history_32/index.html
Alight (The Generations Trilogy #2),http://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/../../media/cache/43/74/43749a90eed0e03d9975116ad44fbde3.jpg,Four,58.59,In stock (5 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
A Girl's Guide to Moving On (New Beginnings #2),http://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/../../media/cache/17/94/17940ad8d367ea5f28db57e7fc32dac9.jpg,One,31.3,In stock (5 available),romance_8,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
A Game of Thrones (A Song of Ice and Fire #1),http://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/../../media/cache/37/09/3709ede7460008ec539deb7cd44b688e.jpg,Two,46.42,In stock (5 available),add-a-comment_18,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
A Feast for Crows (A Song of Ice and Fire #4),http://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/../../media/cache/6f/b7/6fb724034c86041a52b247ae53613413.jpg,Four,17.21,In stock (5 available),fantasy_19,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
A Clash of Kings (A Song of Ice and Fire #2),http://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/../../media/cache/6d/73/6d739416776a66c258ef0cb35f3eb9e1.jpg,Three,10.79,In stock (5 available),add-a-comment_18,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Vogue Colors A to Z: A Fashion Coloring Book,http://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/../../media/cache/09/db/09db3ae79413c88e4ca1aab30368d63d.jpg,Four,52.35,In stock (4 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Shining (The Shining #1),http://books.toscrape.com/catalogue/the-shining-the-shining-1_354/../../media/cache/ea/cb/eacbd43aaf46f527416aa5d6561b29ad.jpg,Three,27.88,In stock (4 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Pilgrim's Progress,http://books.toscrape.com/catalogue/the-pilgrims-progress_353/../../media/cache/91/2a/912acfe6ee354d9d9bf3c1fa517c4252.jpg,Two,50.26,In stock (4 available),classics_6,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
The Perfect Play (Play by Play #1),http://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/../../media/cache/b0/be/b0be8b72b97ba3185f7d55235d0be76f.jpg,Three,59.99,In stock (4 available),romance_8,http://books.toscrape.com/catalogue/category/books/romance_8/index.html
The Passion of Dolssa,http://books.toscrape.com/catalogue/the-passion-of-dolssa_351/../../media/cache/b3/59/b35975c0df26c40964028a8ccabc9a91.jpg,Five,28.32,In stock (4 available),historical-fiction_4,http://books.toscrape.com/catalogue/category/books/historical-fiction_4/index.html
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,http://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/../../media/cache/f3/d1/f3d18f7fa858139e133fe4809d3827b5.jpg,Three,38.71,In stock (4 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Hunger Games (The Hunger Games #1),http://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/../../media/cache/4e/9d/4e9de73d08f8c0b1b6ea859a93f1aa31.jpg,Five,29.85,In stock (4 available),default_15,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Hound of the Baskervilles (Sherlock Holmes #5),http://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/../../media/cache/9d/fe/9dfe2a73c6a1a1c09927c904de641ebf.jpg,Two,14.82,In stock (4 available),classics_6,http://books.toscrape.com/catalogue/category/books/classics_6/index.html
The Gunning of America: Business and the Making of American Gun Culture,http://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/../../media/cache/e2/23/e223db017107fcccf532e5fe753f307d.jpg,Four,16.81,In stock (4 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,http://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/../../media/cache/fd/51/fd513e918a0b34fb08bc67d1d7065e40.jpg,Two,28.23,In stock (4 available),nonfiction_13,http://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Demonists (Demonist #1),http://books.toscrape.com/catalogue/the-demonists-demonist-1_345/../../media/cache/be/f8/bef8aac75369fc2211515cd4c76d3518.jpg,Two,52.11,In stock (4 available),fantasy_19,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4),http://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/../../media/cache/20/99/20995345e7a87cdfb4503283ae991e84.jpg,Two,27.88,In stock (4 available),sequential-art_5,http://books.toscrape.com/catalogue/category/books/sequential-art_5/index.html
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),http://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/../../media/cache/8d/1f/8d1f11673fbe46f47f27b9a4c8efbf8a.jpg,Three,59.71,In stock (4 available),thriller_37,http://books.toscrape.com/catalogue/category/books/thriller_37/index.html
The Beast (Black Dagger Brotherhood #14),http://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/../../media/cache/d4/76/d4761761d26eb7fe1ba0a9480913a8ca.jpg,Five,46.08,In stock (4 available),fantasy_19,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
